county,state,cases,population,num_physicians,phys_per_cap
Upshur,West Virginia,1,24176,10,4.1363335539377897e-4
Wayne,West Virginia,0,39402,22,5.583472920156337e-4
Webster,West Virginia,0,8114,3,3.697313285679073e-4
Wetzel,West Virginia,1,15065,8,5.310321938267507e-4
Wirt,West Virginia,1,5821,1,1.7179178835251675e-4
Wood,West Virginia,2,83518,70,8.381426758303599e-4
Wyoming,West Virginia,0,20394,6,2.942041776993233e-4
Adams,Wisconsin,0,20220,2,9.891196834817012e-5
Ashland,Wisconsin,1,15562,25,0.0016064773165402905
Barron,Wisconsin,0,45244,50,0.0011051189107948015
Bayfield,Wisconsin,2,15036,5,3.3253524873636604e-4
Brown,Wisconsin,9,264542,187,7.068820829962728e-4
Buffalo,Wisconsin,1,13031,2,1.5348016268897246e-4
Burnett,Wisconsin,0,15414,2,1.297521733489036e-4
Calumet,Wisconsin,1,50089,6,1.1978677953243227e-4
Chippewa,Wisconsin,8,64658,54,8.351634755173374e-4
Clark,Wisconsin,3,34774,10,2.875711738655317e-4
Columbia,Wisconsin,9,57532,26,4.5192240839880414e-4
Crawford,Wisconsin,0,16131,11,6.819168061496497e-4
Dane,Wisconsin,194,546695,685,0.001252983839252234
Dodge,Wisconsin,10,87839,40,4.553785903755735e-4
Door,Wisconsin,1,27668,22,7.951424027757699e-4
Douglas,Wisconsin,6,43150,9,2.085747392815759e-4
Dunn,Wisconsin,3,45368,27,5.951331334861576e-4
Eau Claire,Wisconsin,11,104646,128,0.0012231714542361868
Florence,Wisconsin,0,4295,3,6.984866123399302e-4
Fond du Lac,Wisconsin,22,103403,65,6.286084543001654e-4
Forest,Wisconsin,0,9004,3,3.331852509995558e-4
Grant,Wisconsin,2,51439,23,4.4713155387935224e-4
Green,Wisconsin,6,36960,21,5.681818181818182e-4
Green Lake,Wisconsin,0,18913,17,8.988526410405541e-4
Iowa,Wisconsin,3,23678,16,6.757327476982853e-4
Iron,Wisconsin,1,5687,4,7.03358537014243e-4
Jackson,Wisconsin,2,20643,21,0.001017293997965412
Jefferson,Wisconsin,11,84769,34,4.0109002111620996e-4
Juneau,Wisconsin,3,26687,22,8.243714167946941e-4
Kenosha,Wisconsin,37,169561,79,4.6590902389110706e-4
Kewaunee,Wisconsin,0,20434,11,5.383184887931879e-4
La Crosse,Wisconsin,19,118016,164,0.0013896420824295011
Lafayette,Wisconsin,0,16665,4,2.4002400240024003e-4
Langlade,Wisconsin,0,19189,16,8.338110375736099e-4
Lincoln,Wisconsin,0,27593,17,6.160982857971224e-4
Manitowoc,Wisconsin,0,78981,38,4.811283726465859e-4
Marathon,Wisconsin,3,135692,120,8.843557468384282e-4
Marinette,Wisconsin,1,40350,26,6.44361833952912e-4
Marquette,Wisconsin,2,15574,1,6.420958006934635e-5
Menominee,Wisconsin,0,4556,2,4.389815627743635e-4
Milwaukee,Wisconsin,674,945726,682,7.211391037150295e-4
Monroe,Wisconsin,2,46253,29,6.269863576416664e-4
Oconto,Wisconsin,1,37930,12,3.1637226469812815e-4
Oneida,Wisconsin,3,35595,32,8.990026689141734e-4
Outagamie,Wisconsin,12,187885,152,8.090055086888257e-4
Ozaukee,Wisconsin,43,89221,121,0.0013561829614104303
Pepin,Wisconsin,0,7287,3,4.116920543433512e-4
Pierce,Wisconsin,7,42754,19,4.4440286289002196e-4
Polk,Wisconsin,0,43783,34,7.765571112075463e-4
Portage,Wisconsin,1,70772,37,5.228056293449387e-4
Price,Wisconsin,0,13351,3,2.2470226949292187e-4
Racine,Wisconsin,26,196311,93,4.7373809924049085e-4
Richland,Wisconsin,2,17252,13,7.535358219336888e-4
Rock,Wisconsin,16,163354,79,4.836122776301774e-4
Rusk,Wisconsin,0,14178,8,5.642544787699252e-4
St Croix,Wisconsin,0,90687,NA,NA
Sauk,Wisconsin,13,64442,67,0.0010396946091058626
Sawyer,Wisconsin,0,16558,14,8.455127430849137e-4
Shawano,Wisconsin,0,40899,26,6.357123646054916e-4
Sheboygan,Wisconsin,11,115340,71,6.155713542569794e-4
Taylor,Wisconsin,0,20343,7,3.440987071720002e-4
Trempealeau,Wisconsin,0,29649,8,2.6982360281965664e-4
Vernon,Wisconsin,0,30822,32,0.0010382194536370125
Vilas,Wisconsin,3,22195,14,6.307726965532778e-4
Walworth,Wisconsin,6,103868,36,3.465937536103516e-4
Washburn,Wisconsin,0,15720,15,9.541984732824427e-4
Washington,Wisconsin,40,136034,74,5.439816516459121e-4
Waukesha,Wisconsin,101,404198,555,0.0013730894264692057
Waupaca,Wisconsin,1,50990,27,5.295155912924103e-4
Waushara,Wisconsin,0,24443,7,2.863805588512048e-4
Winnebago,Wisconsin,11,171907,137,7.969425328811509e-4
Wood,Wisconsin,2,72999,108,0.0014794723215386513
Albany,Wyoming,3,38880,27,6.944444444444445e-4
Big Horn,Wyoming,0,11790,2,1.6963528413910093e-4
Campbell,Wyoming,3,46341,23,4.96320752681211e-4
Carbon,Wyoming,3,14800,8,5.405405405405405e-4
Converse,Wyoming,1,13822,7,5.064390102734771e-4
Crook,Wyoming,0,7584,3,3.9556962025316455e-4
Fremont,Wyoming,25,39261,33,8.405287690074119e-4
Goshen,Wyoming,1,13211,11,8.326394671107411e-4
Hot Springs,Wyoming,1,4413,3,6.798096532970768e-4
Johnson,Wyoming,7,8445,12,0.0014209591474245115
Laramie,Wyoming,27,99500,69,6.934673366834171e-4
Lincoln,Wyoming,0,19830,13,6.555723651033787e-4
Natrona,Wyoming,12,79858,58,7.26289163264795e-4
Niobrara,Wyoming,0,2356,2,8.488964346349745e-4
Park,Wyoming,1,29194,34,0.0011646228677125437
Platte,Wyoming,0,8393,3,3.5744072441320146e-4
Sheridan,Wyoming,10,30485,21,6.888633754305396e-4
Sublette,Wyoming,1,9831,5,5.085952598921778e-4
Sweetwater,Wyoming,2,42343,16,3.7786647143565644e-4
Teton,Wyoming,23,23464,27,0.0011506989430617115
Uinta,Wyoming,0,20226,9,4.449718184514981e-4
Washakie,Wyoming,1,7805,4,5.124919923126201e-4
Weston,Wyoming,0,6927,3,4.3308791684711995e-4
